tweet_id,text,source,user_id,sentiment,topic,rumor_label
108,COVID-19 update: Cases are on the rise again.,News,460274,Neutral,Animals,False
109,Community event happening this weekend! Join us!,Social Media,747698,Negative,Animals,False
110,COVID-19 update: Cases are on the rise again.,Gossip Magazine,718764,Positive,Cybersecurity,True
111,COVID-19 update: Cases are on the rise again.,Gossip Magazine,219374,Neutral,Celebrity,False
112,Weather forecast: Expect rain showers tomorrow.,Online Forum,460993,Negative,COVID-19,False
113,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,451862,Negative,Community,False
114,Weather forecast: Expect rain showers tomorrow.,Government,950840,Positive,Cybersecurity,True
115,New tech gadget just released! #excited,Science Journal,400693,Neutral,Community,True
116,Protect your data with the latest cybersecurity measures.,Government,415556,Neutral,COVID-19,True
117,Just discovered a new species of butterfly!,Twitter,125604,Negative,Community,True
118,Just saw a UFO in my backyard! 👽,Government,642245,Neutral,COVID-19,False
119,Feeling great today! #positivevibes,Online Forum,525823,Negative,Weather,False
120,Celebrity gossip: What's happening in Hollywood?,Health Magazine,773436,Positive,Tech,False
121,Animals are so fascinating!,Social Media,632108,Neutral,Weather,True
122,New tech gadget just released! #excited,Government,259260,Neutral,Community,True
123,Community event happening this weekend! Join us!,Health Magazine,402161,Neutral,Cybersecurity,True
124,New tech gadget just released! #excited,News,897061,Negative,UFO,True
125,Just discovered a new species of butterfly!,Gossip Magazine,971144,Neutral,Conspiracy,True
126,New tech gadget just released! #excited,News,450118,Neutral,Health,True
127,Weather forecast: Expect rain showers tomorrow.,Online Forum,926180,Negative,Discovery,True
128,Community event happening this weekend! Join us!,Twitter,994440,Positive,Celebrity,True
129,Just discovered a new species of butterfly!,Tech Magazine,897731,Neutral,Animals,True
130,Celebrity gossip: What's happening in Hollywood?,Gossip Magazine,967482,Positive,Community,True
131,COVID-19 update: Cases are on the rise again.,Government,448569,Positive,Discovery,False
132,Protect your data with the latest cybersecurity measures.,Health Magazine,464508,Positive,COVID-19,False
133,Animals are so fascinating!,Twitter,242344,Neutral,COVID-19,True
134,Feeling great today! #positivevibes,Social Media,325579,Negative,COVID-19,True
135,Just discovered a new species of butterfly!,News,191964,Positive,Community,False
136,Celebrity gossip: What's happening in Hollywood?,Government,721354,Neutral,Health,False
137,Just discovered a new species of butterfly!,Twitter,185689,Negative,Discovery,False
138,New tech gadget just released! #excited,Gossip Magazine,599499,Neutral,Tech,False
139,Protect your data with the latest cybersecurity measures.,News,136373,Positive,Celebrity,False
140,Community event happening this weekend! Join us!,Government,779472,Neutral,Celebrity,False
141,Protect your data with the latest cybersecurity measures.,Government,104181,Positive,Health,False
142,Weather forecast: Expect rain showers tomorrow.,Government,543273,Negative,UFO,True
143,New tech gadget just released! #excited,News,149469,Positive,Weather,True
144,Conspiracy theories are everywhere these days...,Twitter,169166,Positive,Tech,False
145,Just discovered a new species of butterfly!,Government,374081,Positive,Tech,False
146,New tech gadget just released! #excited,Twitter,474084,Positive,COVID-19,True
147,Feeling great today! #positivevibes,Health Magazine,577144,Negative,Weather,True
148,Celebrity gossip: What's happening in Hollywood?,Health Magazine,202814,Neutral,Tech,True
149,Just saw a UFO in my backyard! 👽,Health Magazine,869013,Negative,Celebrity,False
150,Just saw a UFO in my backyard! 👽,Twitter,838700,Positive,COVID-19,False
151,Just saw a UFO in my backyard! 👽,Twitter,313756,Neutral,Conspiracy,True
152,New tech gadget just released! #excited,Online Forum,432226,Positive,Animals,False
153,Just discovered a new species of butterfly!,Science Journal,542337,Neutral,Conspiracy,True
154,Weather forecast: Expect rain showers tomorrow.,Science Journal,407077,Positive,COVID-19,False
155,Community event happening this weekend! Join us!,Tech Magazine,634788,Positive,UFO,True
156,Celebrity gossip: What's happening in Hollywood?,Twitter,837139,Negative,Health,True
157,New tech gadget just released! #excited,Government,477198,Positive,Discovery,True
158,Just saw a UFO in my backyard! 👽,News,901559,Positive,Celebrity,False
159,Animals are so fascinating!,Tech Magazine,152888,Negative,Weather,True
160,Protect your data with the latest cybersecurity measures.,Twitter,988639,Negative,COVID-19,False
161,Just discovered a new species of butterfly!,Science Journal,268061,Neutral,Tech,False
162,Feeling great today! #positivevibes,News,725610,Neutral,Community,False
163,Protect your data with the latest cybersecurity measures.,News,859525,Neutral,Community,False
164,Just discovered a new species of butterfly!,Online Forum,931197,Neutral,Community,False
165,Feeling great today! #positivevibes,Gossip Magazine,961285,Positive,Celebrity,False
166,Community event happening this weekend! Join us!,Twitter,183564,Neutral,Celebrity,True
167,Celebrity gossip: What's happening in Hollywood?,Social Media,985477,Neutral,Conspiracy,True
168,Protect your data with the latest cybersecurity measures.,News,187278,Negative,Tech,False
169,Just discovered a new species of butterfly!,Science Journal,603564,Positive,UFO,True
170,Just discovered a new species of butterfly!,Online Forum,158917,Negative,Celebrity,False
171,COVID-19 update: Cases are on the rise again.,Health Magazine,680040,Neutral,Celebrity,False
172,Animals are so fascinating!,Social Media,362754,Negative,COVID-19,True
173,Just saw a UFO in my backyard! 👽,Government,555924,Positive,COVID-19,True
174,Conspiracy theories are everywhere these days...,Science Journal,939191,Positive,Health,False
175,Weather forecast: Expect rain showers tomorrow.,Health Magazine,423238,Negative,Animals,False
176,Just discovered a new species of butterfly!,Science Journal,629063,Negative,Discovery,False
177,Feeling great today! #positivevibes,Health Magazine,575724,Negative,UFO,False
178,Conspiracy theories are everywhere these days...,Tech Magazine,102852,Positive,Health,False
179,Animals are so fascinating!,Twitter,113011,Negative,Celebrity,True
180,New tech gadget just released! #excited,Social Media,455970,Positive,Weather,False
181,Celebrity gossip: What's happening in Hollywood?,Science Journal,867148,Positive,Cybersecurity,True
182,Celebrity gossip: What's happening in Hollywood?,Health Magazine,115669,Negative,Conspiracy,True
183,Feeling great today! #positivevibes,Government,962573,Positive,Conspiracy,True
184,New tech gadget just released! #excited,Online Forum,321505,Positive,Health,False
185,Animals are so fascinating!,Twitter,956465,Neutral,Celebrity,False
186,Just saw a UFO in my backyard! 👽,Health Magazine,254347,Positive,Animals,True
187,Feeling great today! #positivevibes,News,292685,Positive,UFO,False
188,Community event happening this weekend! Join us!,Gossip Magazine,194798,Positive,Celebrity,True
189,New tech gadget just released! #excited,Twitter,237200,Negative,Celebrity,False
190,Just saw a UFO in my backyard! 👽,Gossip Magazine,935841,Neutral,Celebrity,True
191,Celebrity gossip: What's happening in Hollywood?,Twitter,713105,Neutral,Conspiracy,False
192,Weather forecast: Expect rain showers tomorrow.,Science Journal,901208,Negative,Tech,False
193,Celebrity gossip: What's happening in Hollywood?,Online Forum,624008,Positive,Conspiracy,False
194,Just discovered a new species of butterfly!,Twitter,736881,Neutral,Celebrity,False
195,Protect your data with the latest cybersecurity measures.,Gossip Magazine,184683,Neutral,Cybersecurity,False
196,Just saw a UFO in my backyard! 👽,Tech Magazine,399687,Positive,Tech,True
197,Celebrity gossip: What's happening in Hollywood?,Twitter,177168,Positive,Weather,False
198,Celebrity gossip: What's happening in Hollywood?,Government,522824,Neutral,Celebrity,True
199,Celebrity gossip: What's happening in Hollywood?,Health Magazine,682342,Neutral,Conspiracy,False
200,COVID-19 update: Cases are on the rise again.,Tech Magazine,317588,Positive,Conspiracy,True
201,Celebrity gossip: What's happening in Hollywood?,Science Journal,563197,Negative,Animals,False
202,Just saw a UFO in my backyard! 👽,Online Forum,888612,Neutral,Celebrity,False
203,Community event happening this weekend! Join us!,Tech Magazine,651157,Positive,Cybersecurity,True
204,Just discovered a new species of butterfly!,Twitter,404927,Negative,Tech,True
205,Just saw a UFO in my backyard! 👽,Twitter,529608,Neutral,Animals,False
206,COVID-19 update: Cases are on the rise again.,Gossip Magazine,921337,Positive,Animals,True
207,Animals are so fascinating!,Social Media,203700,Positive,Tech,False
208,Community event happening this weekend! Join us!,Social Media,955556,Positive,COVID-19,False
209,Conspiracy theories are everywhere these days...,Health Magazine,509754,Negative,Celebrity,True
210,Celebrity gossip: What's happening in Hollywood?,Gossip Magazine,378500,Negative,UFO,False
211,Conspiracy theories are everywhere these days...,Online Forum,979671,Neutral,Cybersecurity,False
212,Celebrity gossip: What's happening in Hollywood?,Government,328572,Positive,UFO,False
213,Weather forecast: Expect rain showers tomorrow.,Science Journal,380058,Neutral,Weather,False
214,Weather forecast: Expect rain showers tomorrow.,Online Forum,361506,Neutral,UFO,False
215,Celebrity gossip: What's happening in Hollywood?,Online Forum,950283,Negative,Tech,False
216,New tech gadget just released! #excited,Social Media,174350,Negative,Cybersecurity,False
217,Feeling great today! #positivevibes,Science Journal,622967,Negative,Discovery,True
218,Animals are so fascinating!,Science Journal,206092,Positive,Weather,True
219,Conspiracy theories are everywhere these days...,Social Media,184289,Neutral,Tech,True
220,Conspiracy theories are everywhere these days...,News,210971,Negative,UFO,False
221,COVID-19 update: Cases are on the rise again.,News,581239,Neutral,Discovery,True
222,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,617324,Positive,Discovery,False
223,COVID-19 update: Cases are on the rise again.,Online Forum,654692,Neutral,Weather,True
224,Conspiracy theories are everywhere these days...,Gossip Magazine,668651,Neutral,Animals,False
225,COVID-19 update: Cases are on the rise again.,Online Forum,345744,Positive,Cybersecurity,True
226,Conspiracy theories are everywhere these days...,Science Journal,660211,Neutral,Celebrity,False
227,Just saw a UFO in my backyard! 👽,Gossip Magazine,241089,Neutral,Tech,True
228,Weather forecast: Expect rain showers tomorrow.,Government,745960,Positive,Cybersecurity,False
229,Community event happening this weekend! Join us!,Social Media,852095,Negative,Conspiracy,True
230,Just discovered a new species of butterfly!,Science Journal,482221,Neutral,UFO,False
231,Celebrity gossip: What's happening in Hollywood?,Health Magazine,578464,Negative,Tech,False
232,Just saw a UFO in my backyard! 👽,Online Forum,149515,Neutral,Community,False
233,Just saw a UFO in my backyard! 👽,Tech Magazine,945206,Positive,Tech,False
234,Weather forecast: Expect rain showers tomorrow.,News,903227,Neutral,Tech,True
235,New tech gadget just released! #excited,Online Forum,524089,Neutral,Health,False
236,Protect your data with the latest cybersecurity measures.,Government,436757,Positive,Conspiracy,False
237,Feeling great today! #positivevibes,Health Magazine,927579,Positive,COVID-19,True
238,Feeling great today! #positivevibes,Online Forum,565715,Negative,Community,True
239,Animals are so fascinating!,Science Journal,365238,Positive,UFO,False
240,Community event happening this weekend! Join us!,Gossip Magazine,198960,Neutral,Tech,True
241,New tech gadget just released! #excited,Tech Magazine,518858,Positive,COVID-19,False
242,Feeling great today! #positivevibes,News,398248,Neutral,Tech,False
243,Just saw a UFO in my backyard! 👽,Social Media,176882,Neutral,Conspiracy,False
244,Conspiracy theories are everywhere these days...,Health Magazine,859504,Positive,UFO,False
245,Animals are so fascinating!,Social Media,278422,Negative,Celebrity,False
246,Just saw a UFO in my backyard! 👽,Twitter,608117,Negative,Community,False
247,Just saw a UFO in my backyard! 👽,Online Forum,883867,Negative,COVID-19,False
248,Just discovered a new species of butterfly!,Gossip Magazine,591618,Positive,COVID-19,True
249,New tech gadget just released! #excited,Government,936797,Neutral,Community,False
250,Animals are so fascinating!,Social Media,596172,Neutral,Celebrity,True
251,Conspiracy theories are everywhere these days...,Gossip Magazine,665839,Negative,Animals,True
252,Feeling great today! #positivevibes,Gossip Magazine,450023,Positive,Celebrity,True
253,Community event happening this weekend! Join us!,Social Media,324511,Negative,UFO,False
254,COVID-19 update: Cases are on the rise again.,Tech Magazine,500970,Positive,Health,True
255,Conspiracy theories are everywhere these days...,Government,469281,Neutral,Discovery,True
256,New tech gadget just released! #excited,Government,896595,Negative,UFO,True
257,Animals are so fascinating!,Gossip Magazine,804957,Neutral,Health,False
258,New tech gadget just released! #excited,Gossip Magazine,659538,Negative,Discovery,True
259,Weather forecast: Expect rain showers tomorrow.,News,978952,Neutral,COVID-19,True
260,Weather forecast: Expect rain showers tomorrow.,Online Forum,328730,Neutral,UFO,True
261,COVID-19 update: Cases are on the rise again.,Online Forum,139559,Neutral,UFO,True
262,New tech gadget just released! #excited,Health Magazine,380869,Neutral,Health,False
263,Conspiracy theories are everywhere these days...,Gossip Magazine,781716,Positive,Tech,False
264,Community event happening this weekend! Join us!,Health Magazine,261164,Negative,Discovery,True
265,COVID-19 update: Cases are on the rise again.,Gossip Magazine,145366,Neutral,Health,False
266,Weather forecast: Expect rain showers tomorrow.,News,159099,Positive,Animals,True
267,Celebrity gossip: What's happening in Hollywood?,Social Media,253646,Negative,Community,False
268,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,693479,Positive,Cybersecurity,False
269,Just discovered a new species of butterfly!,Social Media,814150,Negative,UFO,False
270,New tech gadget just released! #excited,Gossip Magazine,232808,Neutral,Discovery,True
271,Just discovered a new species of butterfly!,Twitter,738325,Negative,Weather,False
272,Animals are so fascinating!,Gossip Magazine,980336,Positive,Discovery,False
273,New tech gadget just released! #excited,Science Journal,726161,Neutral,Weather,True
274,COVID-19 update: Cases are on the rise again.,Gossip Magazine,771589,Positive,Health,True
275,Animals are so fascinating!,Government,382736,Negative,Animals,True
276,Just saw a UFO in my backyard! 👽,Science Journal,457226,Positive,COVID-19,True
277,Animals are so fascinating!,Online Forum,383629,Positive,Weather,True
278,Weather forecast: Expect rain showers tomorrow.,Science Journal,681262,Positive,Animals,False
279,Celebrity gossip: What's happening in Hollywood?,Twitter,688200,Neutral,Cybersecurity,False
280,Animals are so fascinating!,Online Forum,601230,Negative,Conspiracy,False
281,Feeling great today! #positivevibes,Government,231926,Negative,Health,False
282,Just discovered a new species of butterfly!,Gossip Magazine,890099,Neutral,Weather,True
283,Weather forecast: Expect rain showers tomorrow.,Twitter,320532,Negative,Health,True
284,Celebrity gossip: What's happening in Hollywood?,Online Forum,739047,Positive,Health,False
285,Weather forecast: Expect rain showers tomorrow.,Online Forum,852228,Negative,Health,False
286,Just saw a UFO in my backyard! 👽,Online Forum,577931,Neutral,Health,True
287,Weather forecast: Expect rain showers tomorrow.,Health Magazine,922078,Negative,Animals,False
288,Weather forecast: Expect rain showers tomorrow.,Health Magazine,262150,Negative,Discovery,True
289,Animals are so fascinating!,Science Journal,317869,Neutral,UFO,False
290,Weather forecast: Expect rain showers tomorrow.,Science Journal,691629,Positive,COVID-19,True
291,Conspiracy theories are everywhere these days...,News,441044,Negative,COVID-19,False
292,Conspiracy theories are everywhere these days...,News,708366,Positive,COVID-19,False
293,Just discovered a new species of butterfly!,Government,563660,Neutral,Weather,True
294,Just discovered a new species of butterfly!,Science Journal,681489,Positive,Weather,True
295,Just discovered a new species of butterfly!,Twitter,178943,Positive,COVID-19,True
296,Community event happening this weekend! Join us!,Twitter,272094,Negative,Tech,False
297,COVID-19 update: Cases are on the rise again.,Tech Magazine,849532,Neutral,Health,True
298,Just saw a UFO in my backyard! 👽,Gossip Magazine,313795,Neutral,Weather,True
299,Weather forecast: Expect rain showers tomorrow.,Twitter,760470,Neutral,Discovery,True
300,Weather forecast: Expect rain showers tomorrow.,Social Media,313019,Neutral,Celebrity,False
301,Animals are so fascinating!,Tech Magazine,687375,Negative,Celebrity,False
302,Just saw a UFO in my backyard! 👽,Health Magazine,757103,Positive,Tech,False
303,New tech gadget just released! #excited,Gossip Magazine,204193,Positive,Weather,False
304,Weather forecast: Expect rain showers tomorrow.,Health Magazine,724333,Positive,Health,False
305,Weather forecast: Expect rain showers tomorrow.,Twitter,406794,Negative,Health,True
306,Just saw a UFO in my backyard! 👽,Social Media,874915,Negative,Cybersecurity,False
307,Feeling great today! #positivevibes,Gossip Magazine,595936,Neutral,Conspiracy,False
308,New tech gadget just released! #excited,Social Media,185642,Positive,Weather,True
309,Celebrity gossip: What's happening in Hollywood?,Social Media,487369,Neutral,Community,False
310,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,290775,Negative,Weather,False
311,Celebrity gossip: What's happening in Hollywood?,Online Forum,370323,Neutral,Health,False
312,Just discovered a new species of butterfly!,Twitter,277191,Neutral,UFO,False
313,Protect your data with the latest cybersecurity measures.,Social Media,509745,Neutral,UFO,True
314,Just saw a UFO in my backyard! 👽,Online Forum,460068,Negative,Animals,False
315,Conspiracy theories are everywhere these days...,Tech Magazine,250879,Neutral,UFO,True
316,New tech gadget just released! #excited,Gossip Magazine,675396,Negative,Discovery,False
317,Animals are so fascinating!,Gossip Magazine,431396,Neutral,Cybersecurity,True
318,Celebrity gossip: What's happening in Hollywood?,Health Magazine,545140,Positive,Discovery,True
319,Just discovered a new species of butterfly!,Social Media,169871,Positive,Health,True
320,Protect your data with the latest cybersecurity measures.,Twitter,817713,Negative,Community,True
321,Protect your data with the latest cybersecurity measures.,Government,102025,Negative,Conspiracy,True
322,COVID-19 update: Cases are on the rise again.,Social Media,480568,Negative,Conspiracy,True
323,Celebrity gossip: What's happening in Hollywood?,Health Magazine,981202,Negative,Cybersecurity,True
324,Animals are so fascinating!,Online Forum,316255,Positive,Animals,False
325,Celebrity gossip: What's happening in Hollywood?,Science Journal,687533,Neutral,Health,True
326,COVID-19 update: Cases are on the rise again.,Tech Magazine,912783,Neutral,Tech,False
327,Animals are so fascinating!,Government,542952,Neutral,Weather,False
328,Animals are so fascinating!,Tech Magazine,385603,Neutral,Health,True
329,Protect your data with the latest cybersecurity measures.,News,236828,Positive,Community,False
330,Just saw a UFO in my backyard! 👽,News,608513,Neutral,Cybersecurity,False
331,Animals are so fascinating!,Science Journal,226966,Positive,COVID-19,True
332,Animals are so fascinating!,Social Media,248704,Positive,Community,True
333,New tech gadget just released! #excited,Twitter,607353,Positive,Cybersecurity,True
334,Community event happening this weekend! Join us!,Twitter,809075,Negative,Health,True
335,Celebrity gossip: What's happening in Hollywood?,Health Magazine,219189,Neutral,Animals,False
336,Weather forecast: Expect rain showers tomorrow.,Health Magazine,955021,Negative,Tech,False
337,Conspiracy theories are everywhere these days...,News,294248,Negative,Cybersecurity,False
338,Community event happening this weekend! Join us!,Government,191075,Positive,Tech,False
339,Just saw a UFO in my backyard! 👽,Online Forum,352061,Positive,COVID-19,False
340,Weather forecast: Expect rain showers tomorrow.,Tech Magazine,486997,Positive,UFO,True
341,Weather forecast: Expect rain showers tomorrow.,Government,152673,Positive,Discovery,True
342,COVID-19 update: Cases are on the rise again.,Social Media,624961,Neutral,Discovery,True
343,Just saw a UFO in my backyard! 👽,Social Media,611558,Positive,Conspiracy,False
344,Just saw a UFO in my backyard! 👽,Twitter,792497,Neutral,Weather,False
345,Feeling great today! #positivevibes,News,490202,Negative,Cybersecurity,True
346,Celebrity gossip: What's happening in Hollywood?,Tech Magazine,255522,Positive,UFO,True
347,Feeling great today! #positivevibes,Tech Magazine,738465,Positive,Weather,False
348,Just discovered a new species of butterfly!,Online Forum,476477,Neutral,Animals,True
349,Weather forecast: Expect rain showers tomorrow.,Science Journal,850185,Positive,Conspiracy,False
350,Conspiracy theories are everywhere these days...,News,878016,Negative,Cybersecurity,False
351,Weather forecast: Expect rain showers tomorrow.,Online Forum,527808,Neutral,Conspiracy,False
352,Conspiracy theories are everywhere these days...,Twitter,667209,Negative,Conspiracy,False
353,Just saw a UFO in my backyard! 👽,Government,581522,Positive,Health,False
354,Conspiracy theories are everywhere these days...,Twitter,300503,Negative,Animals,True
355,Protect your data with the latest cybersecurity measures.,Online Forum,315644,Neutral,Weather,True
356,Just discovered a new species of butterfly!,Social Media,167617,Negative,Conspiracy,True
357,COVID-19 update: Cases are on the rise again.,Online Forum,606658,Positive,UFO,True
358,Feeling great today! #positivevibes,News,538916,Negative,UFO,False
359,Weather forecast: Expect rain showers tomorrow.,Gossip Magazine,284313,Negative,Celebrity,True
360,Just discovered a new species of butterfly!,Gossip Magazine,561068,Positive,Discovery,False
361,COVID-19 update: Cases are on the rise again.,News,606788,Negative,Community,True
